Groups:
I2C_TC74_Read:Temperature|state[8..0] =, I2C_TC74_Read:Temperature|state[8], I2C_TC74_Read:Temperature|state[7], I2C_TC74_Read:Temperature|state[6], I2C_TC74_Read:Temperature|state[5], I2C_TC74_Read:Temperature|state[4], I2C_TC74_Read:Temperature|state[3], I2C_TC74_Read:Temperature|state[2], I2C_TC74_Read:Temperature|state[1], I2C_TC74_Read:Temperature|state[0],  unsigned decimal
I2C_TC74_Read:Temperature|data_read[7..0] =, I2C_TC74_Read:Temperature|data_read[7], I2C_TC74_Read:Temperature|data_read[6], I2C_TC74_Read:Temperature|data_read[5], I2C_TC74_Read:Temperature|data_read[4], I2C_TC74_Read:Temperature|data_read[3], I2C_TC74_Read:Temperature|data_read[2], I2C_TC74_Read:Temperature|data_read[1], I2C_TC74_Read:Temperature|data_read[0],  unsigned decimal

Data:
time unit: ns, I2C_TC74_Read:Temperature|state[8..0], I2C_TC74_Read:Temperature|state[8], I2C_TC74_Read:Temperature|state[7], I2C_TC74_Read:Temperature|state[6], I2C_TC74_Read:Temperature|state[5], I2C_TC74_Read:Temperature|state[4], I2C_TC74_Read:Temperature|state[3], I2C_TC74_Read:Temperature|state[2], I2C_TC74_Read:Temperature|state[1], I2C_TC74_Read:Temperature|state[0], I2C_TC74_Read:Temperature|data_read[7..0], I2C_TC74_Read:Temperature|data_read[7], I2C_TC74_Read:Temperature|data_read[6], I2C_TC74_Read:Temperature|data_read[5], I2C_TC74_Read:Temperature|data_read[4], I2C_TC74_Read:Temperature|data_read[3], I2C_TC74_Read:Temperature|data_read[2], I2C_TC74_Read:Temperature|data_read[1], I2C_TC74_Read:Temperature|data_read[0], I2C_TC74_Read:Temperature|I2C_SDA, I2C_TC74_Read:Temperature|I2C_SDA_Output, I2C_TC74_Read:Temperature|I2C_SCLK, 
174, 20, 0, 0, 0, 0, 1, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
175, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
176, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
177, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
178, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
179, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
180, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
181, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
182, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
183, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
184, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
185, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
186, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
187, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
188, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
189, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
190, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
191, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
192, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
193, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
194, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
195, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
196, 24, 0, 0, 0, 0, 1, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
197, 25, 0, 0, 0, 0, 1, 1, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
198, 26, 0, 0, 0, 0, 1, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
199, 27, 0, 0, 0, 0, 1, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
200, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
201, 29, 0, 0, 0, 0, 1, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
202, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
203, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
204, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
205, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
206, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
207, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
208, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
209, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
210, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
211, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
212, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
213, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
214, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
215, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
216, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
217, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
218, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
219, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
220, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
221, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
222, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
223, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
224, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
225, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
226, 33, 0, 0, 0, 1, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
227, 34, 0, 0, 0, 1, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
228, 35, 0, 0, 0, 1, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
229, 36, 0, 0, 0, 1, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
230, 37, 0, 0, 0, 1, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
231, 38, 0, 0, 0, 1, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
232, 39, 0, 0, 0, 1, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
234, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
235, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
236, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
237, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
238, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
239, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
240, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
241, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
242, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
243, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
244, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
245, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
246, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
247, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
248, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
249, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
250, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
251, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
252, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
253, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
254, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
255, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
256, 5, 0, 0, 0, 0, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
257, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
258, 7, 0, 0, 0, 0, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
259, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
260, 10, 0, 0, 0, 0, 0, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
261, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
262, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
263, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
264, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
265, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
266, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
267, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
268, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
269, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
270, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
271, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
272, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
273, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
274, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
275, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
276, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
277, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
278, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
279, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
280, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
281, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
282, 11, 0, 0, 0, 0, 0, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
283, 12, 0, 0, 0, 0, 0, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
284, 13, 0, 0, 0, 0, 0, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
285, 14, 0, 0, 0, 0, 0, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
286, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
287, 17, 0, 0, 0, 0, 1, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
288, 18, 0, 0, 0, 0, 1, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
289, 19, 0, 0, 0, 0, 1, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
290, 20, 0, 0, 0, 0, 1, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
291, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
292, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
293, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
294, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
295, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
296, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
297, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
298, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
299, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
300, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
301, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
302, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
303, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
304, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
305, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
306, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
307, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
308, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
309, 21, 0, 0, 0, 0, 1, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
310, 22, 0, 0, 0, 0, 1, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
311, 23, 0, 0, 0, 0, 1, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
312, 24, 0, 0, 0, 0, 1, 1, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
313, 25, 0, 0, 0, 0, 1, 1, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
314, 26, 0, 0, 0, 0, 1, 1, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
315, 27, 0, 0, 0, 0, 1, 1, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
316, 28, 0, 0, 0, 0, 1, 1, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
317, 29, 0, 0, 0, 0, 1, 1, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
318, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
319, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
320, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
321, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
322, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
323, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
324, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
325, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
326, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
327, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
328, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
329, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
330, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
331, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
332, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
333, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
334, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
335, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
336, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
337, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
338, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
339, 30, 0, 0, 0, 0, 1, 1, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
340, 31, 0, 0, 0, 0, 1, 1, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
341, 32, 0, 0, 0, 1, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 
342, 33, 0, 0, 0, 1, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
343, 34, 0, 0, 0, 1, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
344, 35, 0, 0, 0, 1, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
345, 36, 0, 0, 0, 1, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
346, 37, 0, 0, 0, 1, 0, 0, 1, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
347, 38, 0, 0, 0, 1, 0, 0, 1, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
348, 39, 0, 0, 0, 1, 0, 0, 1, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
350, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
351, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
352, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
353, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
354, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 
355, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
356, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
357, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 
358, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
359, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 26, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
